"","Facility","Name","Address","City","State","Zip","County","Longitude","Latitude","Naics","Year","TRDGHG","Combustion","Process","Process_Coke","Process_DRF","Process_Taconite","Process_Sinter","Waste","Fac_Type","unit"
"327",1004152,"NUCOR STEEL BIRMINGHAM INC","2301 FL SHUTTLESWORTH DRIVE","BIRMINGHAM","AL","35234","JEFFERSON COUNTY",-86.8093,33.54539,331110,2019,65970.184,38234.613,27691,0,0,0,0,0,"EAF","Mt CO2e"
"328",1004152,"NUCOR STEEL BIRMINGHAM INC","2301 FL SHUTTLESWORTH DRIVE","BIRMINGHAM","AL","35234","JEFFERSON COUNTY",-86.8093,33.54539,331110,2020,91580.528,40787.046,50747.3,0,0,0,0,0,"EAF","Mt CO2e"
"329",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2011,160658.384,149701.213,10805.2,0,0,0,0,0,"EAF","Mt CO2e"
"330",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2012,160889.886,149076.492,11662.2,0,0,0,0,0,"EAF","Mt CO2e"
"331",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2013,161039.44,148169.28,12719.8,0,0,0,0,0,"EAF","Mt CO2e"
"332",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2014,171245.612,156145.734,9945,0,0,0,0,0,"EAF","Mt CO2e"
"333",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2015,151639.896,147132.947,4358.2,0,0,0,0,0,"EAF","Mt CO2e"
"334",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2016,155408.952,145399.114,9862.7,0,0,0,0,0,"EAF","Mt CO2e"
"335",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2017,159421.784,150750.013,8519.8,0,0,0,0,0,"EAF","Mt CO2e"
"336",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2018,174375.136,163039.477,11170.8,0,0,0,0,0,"EAF","Mt CO2e"
"337",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2019,168992.24,161747.755,7080.7,0,0,0,0,0,"EAF","Mt CO2e"
"338",1004036,"CARPENTER TECHNOLOGY","101 WEST BERN ST.","READING","PA","19601","BERKS COUNTY",-75.936838,40.361105,331110,2020,139046.844,134406.583,4504.4,0,0,0,0,0,"EAF","Mt CO2e"
"339",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2011,28416.796,957.122,27458.6,0,0,0,0,0,"EAF","Mt CO2e"
"340",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2012,42135.396,1310.722,40823.6,0,0,0,0,0,"EAF","Mt CO2e"
"341",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2013,46960.196,1243.022,45716.1,0,0,0,0,0,"EAF","Mt CO2e"
"342",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2014,45971.996,816.622,45154.3,0,0,0,0,0,"EAF","Mt CO2e"
"343",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2015,37104.988,3293.966,33807.8,0,0,0,0,0,"EAF","Mt CO2e"
"344",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2016,50578.596,1003.722,49573.8,0,0,0,0,0,"EAF","Mt CO2e"
"345",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2017,44495.844,1633.633,42860.6,0,0,0,0,0,"EAF","Mt CO2e"
"346",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2018,39785.692,2383.844,37399.7,0,0,0,0,0,"EAF","Mt CO2e"
"347",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2019,39493.04,2587.955,36902.4,0,0,0,0,0,"EAF","Mt CO2e"
"348",1004038,"CMC Steel Arizona","11444 E Germann Rd","Mesa","AZ","85212","MARICOPA COUNTY",-111.5863,33.2853,331110,2020,43447.644,1761.133,57471,0,0,0,0,0,"EAF","Mt CO2e"
"349",1004434,"LATROBE SPECIALITY STEEL","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2011,88041.048,66760.386,21213,0,0,0,0,0,"EAF","Mt CO2e"
"350",1004434,"LATROBE SPECIALITY METALS","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2012,74261.75,66664.385,7530,0,0,0,0,0,"EAF","Mt CO2e"
"351",1004434,"LATROBE SPECIALITY METALS","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2013,67402.986,57305.687,10039.6,0,0,0,0,0,"EAF","Mt CO2e"
"352",1004434,"Carpenter Technology - Latrobe Operations","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2014,66174.208,64415.731,1693.5,0,0,0,0,0,"EAF","Mt CO2e"
"353",1004434,"Carpenter Technology - Latrobe Operations","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2015,78981.18,58184.41,20737.7,0,0,0,0,0,"EAF","Mt CO2e"
"354",1004434,"Carpenter Technology - Latrobe Operations","2626 LIGONIER STREET","LATROBE","PA","15650","WESTMORELAND COUNTY",-79.372804,40.302598,331110,2016,71858.224,60051.843,11745.7,0,0,0,0,0,"EAF","Mt CO2e"
"355",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2011,143582.864,62731.998,80787.5,0,0,0,0,0,"EAF","Mt CO2e"
"356",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2012,129984.436,56617.777,73309.2,0,0,0,0,0,"EAF","Mt CO2e"
"357",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2013,134331.42,61030.665,73239,0,0,0,0,0,"EAF","Mt CO2e"
"358",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2014,154020.18,71446.485,82501.2,0,0,0,0,0,"EAF","Mt CO2e"
"359",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2015,106143.772,60348.154,45734.4,0,0,0,0,0,"EAF","Mt CO2e"
"360",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2016,95116.372,60781.454,34273.7,0,0,0,0,0,"EAF","Mt CO2e"
"361",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2017,108898.84,68797.73,40031.3,0,0,0,0,0,"EAF","Mt CO2e"
"362",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2018,117800.528,72066.396,45661.1,0,0,0,0,0,"EAF","Mt CO2e"
"363",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2019,105459.184,70600.763,34787,0,0,0,0,0,"EAF","Mt CO2e"
"364",1004411,"GERDAU MACSTEEL MONROE","3000 EAST FRONT STREET","MONROE","MI","48161","MONROE COUNTY",-83.361645,41.897173,331110,2020,100043.804,52024.878,47966.3,0,0,0,0,0,"EAF","Mt CO2e"
"365",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2011,168796.44,150602.12,18043,0,0,0,0,0,"EAF","Mt CO2e"
"366",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2012,154143.124,138997.893,15004,0,0,0,0,0,"EAF","Mt CO2e"
"367",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2013,157590.192,134047.794,23406,0,0,0,0,0,"EAF","Mt CO2e"
"368",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2014,216261.384,189959.838,26109.3,0,0,0,0,0,"EAF","Mt CO2e"
"369",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2015,146125.26,129566.795,16426.9,0,0,0,0,0,"EAF","Mt CO2e"
"370",1005003,"ALLEGHENY LUDLUM BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2016,111476.048,93672.736,17708.8,0,0,0,0,0,"EAF","Mt CO2e"
"371",1005003,"BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2017,117363.224,99469.468,17792.8,0,0,0,0,0,"EAF","Mt CO2e"
"372",1005003,"BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2018,125252.908,104284.156,20863.5,0,0,0,0,0,"EAF","Mt CO2e"
"373",1005003,"BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2019,154047.104,118067.953,35859.4,0,0,0,0,0,"EAF","Mt CO2e"
"374",1005003,"BRACKENRIDGE PLANT","100 RIVER ROAD","BRACKENRIDGE","PA","15014","ALLEGHENY COUNTY",-79.7291,40.6081,331110,2020,120280.912,102959.834,17216.9,0,0,0,0,0,"EAF","Mt CO2e"
"375",1005021,"ArcelorMittal Indiana Harbor Long Carbon","3300 Dickey Road","East Chicago","IN","46312","LAKE COUNTY",-87.458694,41.6515,331111,2011,69939.48,31639.26,38268,0,0,0,0,0,"EAF","Mt CO2e"
"376",1005021,"ArcelorMittal Indiana Harbor Long Carbon","3300 Dickey Road","East Chicago","IN","46312","LAKE COUNTY",-87.458694,41.6515,331111,2012,60165.428,32574.671,27558,0,0,0,0,0,"EAF","Mt CO2e"
"377",1005021,"ArcelorMittal Indiana Harbor Long Carbon","3300 Dickey Road","East Chicago","IN","46312","LAKE COUNTY",-87.458694,41.6515,331111,2013,76011.76,37395.17,38579,0,0,0,0,0,"EAF","Mt CO2e"
"378",1005021,"ArcelorMittal Indiana Harbor Long Carbon","3300 Dickey Road","East Chicago","IN","46312","LAKE COUNTY",-87.458694,41.6515,331111,2014,73540.316,48684.812,24806.1,0,0,0,0,0,"EAF","Mt CO2e"
"379",1005021,"ArcelorMittal Indiana Harbor Long Carbon","3300 Dickey Road","East Chicago","IN","46312","LAKE COUNTY",-87.458694,41.6515,331111,2015,14926.708,11337.431,3578,0,0,0,0,0,"EAF","Mt CO2e"
"380",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2011,52111.24,44428.08,7635.4,0,0,0,0,0,"EAF","Mt CO2e"
"381",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2012,54457.82,46562.97,7847,0,0,0,0,0,"EAF","Mt CO2e"
"382",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2013,55445.32,47785.99,7611,0,0,0,0,0,"EAF","Mt CO2e"
"383",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2014,54809.07,47149.98,7611,0,0,0,0,0,"EAF","Mt CO2e"
"384",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2015,54877.42,47772.49,7056.6,0,0,0,0,0,"EAF","Mt CO2e"
"385",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2016,54973.672,47338.679,7587.2,0,0,0,0,0,"EAF","Mt CO2e"
"386",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2017,52122.528,45592.446,6483.9,0,0,0,0,0,"EAF","Mt CO2e"
"387",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2018,55725.416,48667.012,7009,0,0,0,0,0,"EAF","Mt CO2e"
"388",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2019,56965.712,49753.234,7162,0,0,0,0,0,"EAF","Mt CO2e"
"389",1006972,"SWVA, INC.","2ND AVE & 17TH STREET","HUNTINGTON","WV","25726","CABELL COUNTY",-82.433269,38.425484,331110,2020,54731.416,48987.012,5695,0,0,0,0,0,"EAF","Mt CO2e"
"390",1004811,"KEYSTONE STEEL &amp; WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2011,164886.728,98676.046,66110.8,0,0,0,0,0,"EAF","Mt CO2e"
"391",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2012,160234.48,97750.035,62385.1,0,0,0,0,0,"EAF","Mt CO2e"
"392",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2013,156088.236,96509.002,59481.5,0,0,0,0,0,"EAF","Mt CO2e"
"393",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2014,135702.504,92030.703,43578.9,0,0,0,0,0,"EAF","Mt CO2e"
"394",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2015,166598.084,97281.313,69218.5,0,0,0,0,0,"EAF","Mt CO2e"
"395",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2016,133173.988,96134.091,36942.7,0,0,0,0,0,"EAF","Mt CO2e"
"396",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2017,148411.576,99539.357,48771.8,0,0,0,0,0,"EAF","Mt CO2e"
"397",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2018,160937.336,109803.177,51023,0,0,0,0,0,"EAF","Mt CO2e"
"398",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2019,137908.988,96031.491,41780.3,0,0,0,0,0,"EAF","Mt CO2e"
"399",1004811,"KEYSTONE STEEL & WIRE CO","7000 SOUTH ADAMS STREET","PEORIA","IL","61641","PEORIA COUNTY",-89.645771,40.642503,331110,2020,131617.744,94453.558,37068.6,0,0,0,0,0,"EAF","Mt CO2e"
"400",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2011,302433.164,128910.773,173391.9,0,0,0,0,0,"EAF","Mt CO2e"
"401",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2012,304351.184,123494.963,180731.1,0,0,0,0,0,"EAF","Mt CO2e"
"402",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2013,238789.872,126552.629,112108.9,0,0,0,0,0,"EAF","Mt CO2e"
"403",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2014,237397.824,126282.318,110987.7,0,0,0,0,0,"EAF","Mt CO2e"
"404",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2015,290783.18,124497.785,166159.2,0,0,0,0,0,"EAF","Mt CO2e"
"405",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2016,267335.596,120228.497,146985.2,0,0,0,0,0,"EAF","Mt CO2e"
"406",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2018,297807.14,122286.13,175397.5,0,0,0,0,0,"EAF","Mt CO2e"
"407",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2019,316080.424,73336.918,242669.4,0,0,0,0,0,"EAF","Mt CO2e"
"408",1005163,"NORTH STAR BLUESCOPE STEEL LLC *","6767 COUNTY ROAD 9","DELTA","OH","43515","FULTON COUNTY",-84.03754,41.56517,331110,2020,295876.312,76582.184,219216.8,0,0,0,0,0,"EAF","Mt CO2e"
"409",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2011,233199.092,161605.044,71430.8,0,0,0,0,0,"EAF","Mt CO2e"
"410",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2012,232393.48,151086.135,81154.3,0,0,0,0,0,"EAF","Mt CO2e"
"411",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2013,204088.924,139229.293,64718.4,0,0,0,0,0,"EAF","Mt CO2e"
"412",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2014,230974.104,158238.478,72575.6,0,0,0,0,0,"EAF","Mt CO2e"
"413",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2015,220142.916,142069.537,77930,0,0,0,0,0,"EAF","Mt CO2e"
"414",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2016,194681.3,132431.65,62115.4,0,0,0,0,0,"EAF","Mt CO2e"
"415",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2017,211706.856,130634.117,80940.1,0,0,0,0,0,"EAF","Mt CO2e"
"416",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2018,247221.048,159626.011,87433.4,0,0,0,0,0,"EAF","Mt CO2e"
"417",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2019,261478.04,161675.655,99638.6,0,0,0,0,0,"EAF","Mt CO2e"
"418",1005344,"CHAPARRAL STEEL MIDLOTHIAN PLANT","300 WARD ROAD","MIDLOTHIAN","TX","76065","ELLIS COUNTY",-97.036607,32.458249,331110,2020,250633.404,170877.253,79582.7,0,0,0,0,0,"EAF","Mt CO2e"
"419",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2011,120288.736,40750.562,79495.1,0,0,0,0,0,"EAF","Mt CO2e"
"420",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2012,99366.122,46877.669,52440.9,0,0,0,0,0,"EAF","Mt CO2e"
"421",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2013,117925.43,44460.925,73419.1,0,0,0,0,0,"EAF","Mt CO2e"
"422",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2014,90699.44,47824.855,42820.6,0,0,0,0,0,"EAF","Mt CO2e"
"423",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2015,120396.7,47142.005,73180.4,0,0,0,0,0,"EAF","Mt CO2e"
"424",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2016,89942.266,45383.397,44503,0,0,0,0,0,"EAF","Mt CO2e"
"425",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2017,104727.402,46485.819,58190.1,0,0,0,0,0,"EAF","Mt CO2e"
"426",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2018,83377.71,47943.43,35374.4,0,0,0,0,0,"EAF","Mt CO2e"
"427",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2019,96524.26,43731.365,52743.8,0,0,0,0,0,"EAF","Mt CO2e"
"428",1005346,"CMC Steel SC","310 New State Road","Cayce","SC","29033","LEXINGTON COUNTY",-81.05151,33.962309,331110,2020,104345.812,43791.754,60505.5,0,0,0,0,0,"EAF","Mt CO2e"
"429",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2011,311639.504,197444.103,113995.1,0,0,0,0,0,"EAF","Mt CO2e"
"430",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2012,287821.028,191206.171,96421,0,0,0,0,0,"EAF","Mt CO2e"
"431",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2013,321569.956,209963.867,111392.9,0,0,0,0,0,"EAF","Mt CO2e"
"432",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2014,328172.756,210924.467,117035.1,0,0,0,0,0,"EAF","Mt CO2e"
"433",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2015,277196.98,177826.985,99190.1,0,0,0,0,0,"EAF","Mt CO2e"
"434",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2016,293388.112,195817.759,97372.2,0,0,0,0,0,"EAF","Mt CO2e"
"435",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2017,302438.856,197423.592,104815.5,0,0,0,0,0,"EAF","Mt CO2e"
"436",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2018,334957.42,220014.865,114719.7,0,0,0,0,0,"EAF","Mt CO2e"
"437",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2019,314646.372,206465.779,107971.7,0,0,0,0,0,"EAF","Mt CO2e"
"438",1005283,"SSAB ALABAMA INCORPORATED","12400 HIGHWAY 43 NORTH","AXIS","AL","36505","MOBILE COUNTY",-88.012823,30.943048,331110,2020,332972.768,220775.576,111973.8,0,0,0,0,0,"EAF","Mt CO2e"
"439",1005298,"Gerdau Ameristeel: St. Paul Mill","1678 RED ROCK ROAD","SAINT PAUL","MN","55119","RAMSEY COUNTY",-93.010877,44.890936,331221,2011,63316.84,42163.88,21110,0,0,0,0,0,"EAF","Mt CO2e"
"440",1005298,"Gerdau Ameristeel: St. Paul Mill","1678 RED ROCK ROAD","SAINT PAUL","MN","55119","RAMSEY COUNTY",-93.010877,44.890936,331221,2012,66068.58,46347.935,19675,0,0,0,0,0,"EAF","Mt CO2e"
"441",1005298,"Gerdau Ameristeel: St. Paul Mill","1678 RED ROCK ROAD","SAINT PAUL","MN","55119","RAMSEY COUNTY",-93.010877,44.890936,331221,2013,56424.292,43172.869,13209,0,0,0,0,0,"EAF","Mt CO2e"
"442",1005298,"Gerdau Ameristeel: St. Paul Mill","1678 RED ROCK ROAD","SAINT PAUL","MN","55119","RAMSEY COUNTY",-93.010877,44.890936,331221,2014,64677.14,42681.88,21952.3,0,0,0,0,0,"EAF","Mt CO2e"
"443",1005298,"Gerdau Ameristeel: St. Paul Mill","1678 RED ROCK ROAD","SAINT PAUL","MN","55119","RAMSEY COUNTY",-93.010877,44.890936,331221,2015,51999.904,38771.903,13188.8,0,0,0,0,0,"EAF","Mt CO2e"
